ticker,name,theme,region,benchmark,universe_layer,price,ret_1d,ret_5d,ret_20d,ret_60d,ma5,ma20,ma60,ma20_slope,ma60_slope,bias20,dist_20d_high,dist_52w_high,last_price_date,calendar_staleness_days,volume_ratio20,atr_pct14,er20,vol20,maxdd20,keynes_legacy,keynes_v2,trend,rs_5d_vs_bench,rs_20d_vs_bench,rs_60d_vs_bench,rs_5d_vs_local,rs_5d_vs_global,rs_20d_vs_local,rs_20d_vs_global,rs_60d_vs_local,rs_60d_vs_global,local_benchmark,global_benchmark,local_rs_status,global_rs_basis,acceleration,r_rs20,r_rs60,r_accel,r_slope,r_volume,r_high,r_quality,leader_score_v1,raw_leader_state
NRG,NRG Energy,Power,US,SPY,CORE,113.45999908447266,0.016211352743906726,0.014485003573209143,-0.05252610367872523,-0.13805646526521664,115.82799987792968,115.09900016784668,127.53727391560872,-0.002617113878179879,-0.0022482278035455007,-0.014239924595208509,-0.11032698054968015,-0.3987605787421479,2026-09-11,1,0.6010192543023994,0.03533655037454706,0.10159911675981281,0.14531482098330692,-0.13252531694109382,-0.548461016260367,-0.03672444217652019,BEAR,0.025970194513225686,-0.03505550825248582,-0.15928569897264888,0.025970194513225686,0.025970194513225686,-0.03505550825248582,-0.03505550825248582,-0.15928569897264888,-0.15928569897264888,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.02761652949289045,0.4377880184331797,0.17050691244239632,0.7511520737327189,0.3087557603686636,0.10138248847926268,0.1382488479262673,0.5990783410138248,0.3709677419354839,WEAKENING
LRCX,Lam Research,Semiconductor_Equipment,US,SPY,CORE,298.2200012207031,0.0007046456434240955,0.01899814627561147,-0.11510046414318242,-0.19199093038919912,308.0280029296875,310.3410018920898,327.45649973551434,-0.0015041072705270005,-0.001047619293973398,-0.03905703918427561,-0.13629517413394843,-0.31990877714776933,2026-09-11,1,1.2306903757441943,0.04176924822984262,0.2418179815395316,0.14518696691478097,-0.16147042114063004,-1.088829634343515,-0.19170702787464863,BEAR,0.030483337215628015,-0.09762986871694301,-0.21322016409663136,0.030483337215628015,0.030483337215628015,-0.09762986871694301,-0.09762986871694301,-0.21322016409663136,-0.21322016409663136,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.04777326231140708,0.11981566820276497,0.10138248847926268,0.8617511520737328,0.42857142857142855,0.8525345622119815,0.25806451612903225,0.33640552995391704,0.36705069124423967,WEAKENING
LLY,Eli Lilly,Pharma,US,SPY,CORE,1115.699951171875,-0.006500488716050801,-0.0378579038792064,-0.07584887131954887,-0.004633666152565108,1127.235986328125,1183.1244995117188,1177.6547444661458,-0.0018910015397014517,0.001133452510117884,-0.05698854885320204,-0.1368893899355289,-0.1368893899355289,2026-09-11,1,0.7452025456625172,0.024896591362331258,0.28506099530536416,0.08458122597485952,-0.12859085793120018,-0.7168085375954354,-0.25563066155562425,BEAR,-0.026372712939189857,-0.05837827589330946,-0.025862899859997346,-0.026372712939189857,-0.026372712939189857,-0.05837827589330946,-0.05837827589330946,-0.025862899859997346,-0.025862899859997346,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.018895686049319182,0.2903225806451613,0.4976958525345622,0.2857142857142857,0.3686635944700461,0.2534562211981567,0.6082949308755761,0.28110599078341014,0.3661290322580645,WEAKENING
PAVE,US Infrastructure ETF,Power_Grid,US,SPY,CORE,54.08000183105469,0.013493276095717377,-0.011153717516394157,-0.07254329347647526,-0.07393442591895694,54.32000045776367,55.60799999237061,56.867347145080565,-0.003571814269752529,-0.00034312160431731315,-0.027478027649359138,-0.08152172469405483,-0.10351089377117628,2026-09-11,1,0.748977890944409,0.01529874834482492,0.38986190085930933,0.04712414230711796,-0.09143536478359537,-0.618792003150805,-0.600156626830776,BEAR,0.00033147342362238597,-0.055072698050235847,-0.09516365962638917,0.00033147342362238597,0.00033147342362238597,-0.055072698050235847,-0.055072698050235847,-0.09516365962638917,-0.09516365962638917,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.006982105852724657,0.31336405529953915,0.29493087557603687,0.5944700460829493,0.22580645161290322,0.2626728110599078,0.7188940092165899,0.10138248847926268,0.35737327188940093,WEAKENING
2015.HK,Li Auto,EV,HK,^HSI,CORE,46.34000015258789,-0.0030120350909474958,-0.030949384184051243,-0.023598798008641175,-0.14025976176756227,48.03199996948242,48.14650001525879,48.68449993133545,-0.001729897107125841,-0.0032610257085558063,-0.03752089688966742,-0.1054053892836021,-0.5599240378957014,2026-09-11,1,0.7914481137434601,0.039968561616762724,0.05405400927126201,0.12040300304469972,-0.10429687642608765,-0.4081965508856864,-0.01059450025408551,BEAR,0.0020022587648163004,-0.01120796257982859,-0.160557040987243,0.0020022587648163004,0.01062273051297613,-0.01120796257982859,-0.021517397533579508,-0.160557040987243,-0.20001355830589895,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.02504968468189095,0.5852534562211982,0.16589861751152074,0.23963133640552994,0.39631336405529954,0.31336405529953915,0.02304147465437788,0.6682027649769585,0.35552995391705067,WEAKENING
ROBO,Robotics Automation ETF,Industrials,US,SPY,CORE,79.11000061035156,0.01657672732698745,-0.008273737752152788,-0.06940361578187026,-0.059669521062090114,79.24000091552735,80.71750068664551,81.49566713968913,-0.0027598222635583877,-0.0012429490791744822,-0.019915136898681296,-0.07221932371394435,-0.12595294726344475,2026-09-11,1,0.41375590020229264,0.015202171582721653,0.35119066270846305,0.059096346237831644,-0.08457831150132322,-0.6169345730718571,-0.412443465162913,BEAR,0.0032114531878637553,-0.051933020355630855,-0.08089875476952235,0.0032114531878637553,0.0032114531878637553,-0.051933020355630855,-0.051933020355630855,-0.08089875476952235,-0.08089875476952235,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.009077166193314778,0.33640552995391704,0.3317972350230415,0.6175115207373272,0.2903225806451613,0.013824884792626729,0.6359447004608295,0.17972350230414746,0.3550691244239632,WEAKENING
UEC,Uranium Energy,Uranium,US,SPY,CORE,10.449999809265137,-0.051724194629861886,-0.092093866076289,-0.06613045566287823,-0.10454158175260664,11.300000190734863,11.863500070571899,10.887500015894572,0.0021730177991295934,-0.0011387638547340343,-0.11914698469240381,-0.2427536474759524,-0.48623403486378214,2026-09-11,1,0.9722939652999834,0.06705400924364004,0.08545030267590387,0.22928882764109687,-0.23274596937809156,-0.7544479772667981,-0.024645193185485786,BEAR,-0.08060867513627246,-0.04865986023663882,-0.12577081546003888,-0.08060867513627246,-0.08060867513627246,-0.04865986023663882,-0.04865986023663882,-0.12577081546003888,-0.12577081546003888,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.07556125216056944,0.3778801843317972,0.2350230414746544,0.05069124423963134,0.7649769585253456,0.6129032258064516,0.055299539170506916,0.6221198156682027,0.3546082949308756,WEAKENING
ZS,Zscaler,Cybersecurity,US,SPY,CORE,164.5399932861328,0.006483958810228785,-0.07457823137249886,-0.1256244038141623,0.29324836080157146,165.1720001220703,176.22499923706056,157.5766663869222,0.00021086824878436945,0.004062477145689696,-0.06630731168401882,-0.13839874203082436,-0.5117362590749476,2026-09-11,1,0.6853213224213865,0.0563258631397928,0.21872685963311989,0.1708704532958863,-0.14037738055867333,-1.1849817335312696,-0.16080855882072015,PULLBACK,-0.06309304043248232,-0.10815380838792288,0.2720191270941392,-0.06309304043248232,-0.06309304043248232,-0.10815380838792288,-0.10815380838792288,0.2720191270941392,0.2720191270941392,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.04317213041895829,0.09216589861751152,0.9447004608294931,0.1336405529953917,0.6221198156682027,0.17511520737327188,0.03225806451612903,0.3778801843317972,0.3527649769585254,WEAKENING
LDO.MI,Leonardo,Defense,EU,^STOXX,CORE,50.029998779296875,0.028471545040599455,-0.026464304855109755,-0.16253770717033444,-0.03200572748677,50.08899917602539,54.29724979400635,53.05525455474854,-0.006068386615773343,0.0006678877187625249,-0.07859055533933357,-0.17686739414120733,-0.2358016645968115,2026-09-10,2,1.3957450699355503,0.03130265755034494,0.5835337157046976,0.07661192767025271,-0.18789650720213547,-1.3883706979094008,-1.2380086899191118,BEAR,-0.011075159533487589,-0.12688839185842093,-0.026781302922437078,-0.011075159533487589,-0.01688466620181739,-0.12688839185842093,-0.14356014975229803,-0.026781302922437078,-0.03279584815715275,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.014170121937473856,0.059907834101382486,0.4930875576036866,0.6589861751152074,0.07834101382488479,0.8986175115207373,0.391705069124424,0.02304147465437788,0.35161290322580646,WEAKENING
HUBB,Hubbell,Power_Grid,US,SPY,CORE,460.3999938964844,0.017660949514154645,0.0005433011046747094,-0.08927886693405263,-0.08121613266591765,458.65,466.59533233642577,485.7470026652018,-0.005328077043129595,-0.00047478883335841404,-0.013277754856481083,-0.09982320206253181,-0.1808758407201817,2026-09-11,1,0.8973224324152763,0.024867354062064473,0.34832132838203184,0.07291258729498472,-0.1304411174286061,-0.7990505338645283,-0.4265070638777198,BEAR,0.012028492044691252,-0.07180827150781321,-0.10244536637334989,0.012028492044691252,0.012028492044691252,-0.07180827150781321,-0.07180827150781321,-0.10244536637334989,-0.10244536637334989,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.022863017838187866,0.2304147465437788,0.2857142857142857,0.728110599078341,0.11059907834101383,0.4838709677419355,0.4930875576036866,0.17511520737327188,0.3502304147465438,WEAKENING
000270.KS,Kia,EV,KR,^KS11,CORE,126600.0,-0.0031496062992125706,0.0007905138339920903,-0.0786026200873362,-0.23872519542994586,126840.0,130025.0,136930.0,-0.0026521730237231253,-0.004066356153510773,-0.026341088252259226,-0.1109550561797753,-0.3780816706892579,2026-09-11,1,0.6743724174808273,0.03825321597833446,0.2134387351778656,0.10679772505512215,-0.12208892025405782,-0.7978549345864026,-0.15708989872629026,BEAR,-0.0325118942873881,-0.09277633147039399,-0.01825169443589303,-0.0325118942873881,0.00520575608915308,-0.09277633147039399,-0.05575664133684244,-0.01825169443589303,-0.27404927349418207,^KS11,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.020441168855826142,0.14746543778801843,0.5161290322580645,0.7142857142857143,0.30414746543778803,0.15668202764976957,0.18433179723502305,0.3824884792626728,0.35,WEAKENING
6954.T,FANUC,Industrials,JP,^N225,CORE,5735.0,-0.010182947877114268,-0.033046703759905594,-0.1087801087801088,-0.23685961410512313,5837.0,5993.25,6612.8,-0.004996397957129217,-0.003964398454180855,-0.04309014307762904,-0.12682704019488433,-0.35416666666666663,2026-09-11,1,1.4982601914568183,0.0289326192551999,0.3990877993158495,0.08666352891400299,-0.12233634830599416,-1.0372329181295539,-0.5009352234602779,BEAR,-0.01751937455388841,-0.04034469631404425,-0.15258607274915814,-0.01751937455388841,0.006972085576364417,-0.04034469631404425,-0.10089988881665068,-0.15258607274915814,-0.2078622231344699,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.005851676564878394,0.4147465437788018,0.1935483870967742,0.42857142857142855,0.12442396313364056,0.9400921658986175,0.22119815668202766,0.12442396313364056,0.3476958525345622,WEAKENING
LIT,Lithium Battery Tech ETF,EV,US,SPY,CORE,71.48999786376953,-0.004456199773062441,-0.039887204636327556,-0.04245922371885247,-0.14118045587654782,73.00799865722657,74.94149932861328,73.7577522277832,0.00034426824873058805,-0.001669651265414497,-0.04605594357952658,-0.07873712281565559,-0.21942479626421862,2026-09-11,1,0.47884187082405344,0.015936299836387956,0.20101499512579796,0.06221959218585524,-0.0731232930181196,-0.4705487612110936,-0.13717448715182345,BEAR,-0.028402013696311013,-0.024988628292613058,-0.16240968958398005,-0.028402013696311013,-0.028402013696311013,-0.024988628292613058,-0.024988628292613058,-0.16240968958398005,-0.16240968958398005,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.02927239870661444,0.5023041474654378,0.16129032258064516,0.22580645161290322,0.6267281105990783,0.027649769585253458,0.423963133640553,0.41013824884792627,0.34055299539170514,WEAKENING
WDC,Western Digital,Memory,US,SPY,CORE,447.17999267578125,-0.02983099433425629,0.013029699911985881,-0.08201783003114504,-0.34321440500486144,466.99998779296874,466.61119079589844,523.1352264404297,-0.0009856937890591257,-0.0024774452235106726,-0.04164323210288512,-0.18460891072624241,-0.44075466817336717,2026-09-11,1,0.8412503541410898,0.05622061643471878,0.13319668441027194,0.17413086682152024,-0.1877390459462569,-0.8836789479902635,-0.06273731488324291,BEAR,0.024514890852002424,-0.06454723460490563,-0.3644436387122937,0.024514890852002424,0.024514890852002424,-0.06454723460490563,-0.06454723460490563,-0.3644436387122937,-0.3644436387122937,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.03353415741977214,0.25806451612903225,0.02304147465437788,0.7880184331797235,0.4976958525345622,0.41935483870967744,0.08294930875576037,0.5161290322580645,0.33894009216589865,WEAKENING
4004.T,Resonac Holdings,Semiconductor_Materials,JP,^N225,CORE,14295.0,-0.1068416119962512,-0.07952350289761756,-0.13179471606437898,-0.22813174946004322,15725.0,15974.75,15991.166666666666,-0.0009651351264182892,-0.0018032509855723333,-0.10515031534139818,-0.20406458797327398,-0.3025128080019517,2026-09-11,1,1.6274853347231617,0.062109628741318146,0.2411111111111111,0.17431723299757837,-0.16889534883720925,-1.2087200065336534,-0.18229505988829728,BEAR,-0.06399617369160038,-0.06335930359831443,-0.14385820810407823,-0.06399617369160038,-0.06327209061338146,-0.06335930359831443,-0.14164705163258406,-0.14385820810407823,-0.1896792473911707,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.046574823881522814,0.2672811059907834,0.2073732718894009,0.12442396313364056,0.5023041474654378,0.9631336405529954,0.29493087557603687,0.35023041474654376,0.3380184331797236,WEAKENING
LMT,Lockheed Martin,Defense,US,SPY,CORE,524.1900024414062,-0.011186132819740902,-0.016436831907270966,-0.11802106214006025,-0.01589281388642594,528.0400146484375,555.8878204345704,545.3741078694661,-0.004861683234980702,0.0009326588939489898,-0.057021968872036144,-0.13923744254481596,-0.23282507217891435,2026-09-11,1,0.9222400329004248,0.023191647372600557,0.4039032379372516,0.0770038619282015,-0.1334818640000024,-1.0712446477620825,-0.6190480314819876,BEAR,-0.004951640967254423,-0.10055046671382084,-0.037122047593858176,-0.004951640967254423,-0.004951640967254423,-0.10055046671382084,-0.10055046671382084,-0.037122047593858176,-0.037122047593858176,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.013068433627744097,0.11059907834101383,0.46543778801843316,0.6497695852534562,0.1382488479262673,0.5299539170506913,0.39631336405529954,0.09216589861751152,0.33387096774193553,WEAKENING
6762.T,TDK,Electronic_Components,JP,^N225,CORE,2808.5,-0.014734257147868801,-0.03404987102321577,-0.12507788161993771,-0.26671018276762404,2845.4,2988.0,3207.25,-0.003455686748541036,-0.004192790953068197,-0.06007362784471215,-0.14893939393939393,-0.3491309385863268,2026-09-11,1,1.4378138009595651,0.04006968641114983,0.34419202743249033,0.12043299066333847,-0.14457459926017258,-1.1914300937498234,-0.35746691520824836,BEAR,-0.01852254181719859,-0.056642469153873165,-0.18243664141165905,-0.01852254181719859,0.0030121106222760208,-0.056642469153873165,-0.11436866268813461,-0.18243664141165905,-0.23152952217195222,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.0027804006182313434,0.2995391705069124,0.14285714285714285,0.46543778801843316,0.23963133640552994,0.9170506912442397,0.22580645161290322,0.21658986175115208,0.3331797235023041,WEAKENING
WMT,Walmart,Consumer,US,SPY,CORE,107.1500015258789,0.013430418271638045,-0.0117136751938276,-0.0718413405424353,-0.11256283032780046,106.38000183105468,107.22127571105958,111.05711542765299,-0.0027607399432597575,-0.0017852699601273085,-0.0006647392013199305,-0.08097445704106776,-0.2053379815017703,2026-09-11,1,0.6137390507180311,0.01771881462778844,0.2742104979045661,0.10697032751022072,-0.11099468675360225,-0.695351042232666,-0.1841599462092927,BEAR,-0.00022848425381105653,-0.054370745116195884,-0.1337920640352327,-0.00022848425381105653,-0.00022848425381105653,-0.054370745116195884,-0.054370745116195884,-0.1337920640352327,-0.1337920640352327,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.006246659941781224,0.3225806451612903,0.22119815668202766,0.5806451612903226,0.2857142857142857,0.10599078341013825,0.45161290322580644,0.3456221198156682,0.3308755760368664,WEAKENING
6503.T,Mitsubishi Electric,Power_Grid,JP,^N225,CORE,5027.0,-0.013346418056918496,-0.04211128048780488,-0.18300016252234685,-0.14258911819887432,5148.2,5487.4,5692.95,-0.005470630062216355,-0.0015894949408669656,-0.08390130116266348,-0.19232005141388175,-0.2481304217768472,2026-09-11,1,1.1279351293186273,0.03116030577737361,0.5709939148073022,0.10480447983397335,-0.18300016252234685,-1.563396960024698,-0.9970182512669208,BEAR,-0.0265839512817877,-0.1145647500562823,-0.058315576842909334,-0.0265839512817877,-0.04181047760988932,-0.1145647500562823,-0.14747957068671735,-0.058315576842909334,-0.12645957248672834,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.003638760142781833,0.08294930875576037,0.41935483870967744,0.5483870967741935,0.10599078341013825,0.7649769585253456,0.3778801843317972,0.05069124423963134,0.31682027649769584,WEAKENING
AVGO,Broadcom,AI_Semiconductor,US,SPY,CORE,361.989990234375,0.0032148205672397623,0.013523313144645943,-0.1336221724933362,-0.037554301272576196,362.73199462890625,367.4939987182617,382.917985534668,-0.007237939980901243,-0.002365828137849517,-0.014977138410650181,-0.12244850852272726,-0.26754969704302656,2026-09-11,1,0.8212670443433085,0.028698511182749516,0.4365471162335648,0.10575988559941016,-0.14893975849758445,-1.1769098579283546,-0.5515548143440429,BEAR,0.025008504084662486,-0.11615157706709678,-0.058783534980008434,0.025008504084662486,0.025008504084662486,-0.11615157706709678,-0.11615157706709678,-0.058783534980008434,-0.058783534980008434,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.04692885626797999,0.07834101382488479,0.41013824884792627,0.8525345622119815,0.03225806451612903,0.3778801843317972,0.35023041474654376,0.11059907834101383,0.3165898617511521,WEAKENING
ENR.DE,Siemens Energy,Power_Grid,EU,^STOXX,CORE,140.82000732421875,-0.029764310897040014,-0.009983113850579484,-0.12912795311125957,-0.12934337491307613,145.3480010986328,150.1790008544922,153.69233322143555,-0.0027324780728375927,-0.0010738724247298724,-0.06231892259918104,-0.14706237360205565,-0.2652613762207787,2026-09-10,2,0.8737810416247225,0.035384571803795145,0.4149444670017821,0.09723908025168657,-0.1350122562378031,-1.1387946160996978,-0.5510225882443328,BEAR,0.005406031471042683,-0.09347863779934606,-0.1241189503487432,0.005406031471042683,-0.00040347519728711756,-0.09347863779934606,-0.11015039569322316,-0.1241189503487432,-0.10502434080475342,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.02229887442723541,0.14285714285714285,0.24423963133640553,0.7235023041474654,0.29493087557603687,0.46543778801843316,0.35944700460829493,0.1152073732718894,0.31658986175115206,WEAKENING
8035.T,Tokyo Electron,Semiconductor_Equipment,JP,^N225,CORE,51460.0,-0.025563340276462787,-0.03488372093023251,-0.12971418907491972,-0.2915748898678414,53562.0,54834.5,62514.833333333336,-0.002819381537677109,-0.001028967356863498,-0.061539724078819025,-0.14843620718186334,-0.366724095495939,2026-09-11,1,1.341693597815791,0.04618011215368386,0.38562091503267976,0.10656851982157375,-0.14361790647362294,-1.2728517391704588,-0.46937411129985884,BEAR,-0.019356391724215327,-0.06127877660885517,-0.20730134851187643,-0.019356391724215327,-0.023036385044974073,-0.06127877660885517,-0.11721916411638711,-0.20730134851187643,-0.2762773733672249,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.00245517366150258,0.271889400921659,0.11981566820276497,0.4700460829493088,0.2764976958525346,0.8894009216589862,0.2073732718894009,0.14746543778801843,0.3145161290322581,WEAKENING
URI,United Rentals,Industrials,US,SPY,CORE,989.1199951171875,4.041940657284471e-05,-0.004779297114649195,-0.11731421772020734,-0.07382920626596579,1006.4,1052.090005493164,1080.645942179362,-0.006564491926068801,0.00017997806528776016,-0.05985230355501714,-0.15922610215456545,-0.1597323527363581,2026-09-11,1,0.8151505569024279,0.031114950314700626,0.3752996172844411,0.09302659197589849,-0.15882277733500805,-1.0361678611063938,-0.4732838221551131,BEAR,0.006705893825367348,-0.09984362229396793,-0.09505843997339802,0.006705893825367348,0.006705893825367348,-0.09984362229396793,-0.09984362229396793,-0.09505843997339802,-0.09505843997339802,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.02454925731540264,0.1152073732718894,0.2995391705069124,0.7373271889400922,0.059907834101382486,0.3548387096774194,0.5576036866359447,0.14285714285714285,0.31082949308755764,WEAKENING
005380.KS,Hyundai Motor,EV,KR,^KS11,CORE,382500.0,-0.016709511568123392,-0.0026075619295958807,-0.08024411703773382,-0.3771555937584884,387500.0,401889.225,429751.6890625,-0.001617579692156823,-0.009480698322754484,-0.04824519741727329,-0.16231153821462752,-0.5084063483166519,2026-09-11,1,0.8822002442064006,0.038482620907846474,0.18874499870709166,0.13525286319937127,-0.16028830101665092,-1.0750962287961792,-0.11198044468909392,BEAR,-0.03590997005097607,-0.0944178284207916,-0.15668209276443557,-0.03590997005097607,0.008877629010420662,-0.0944178284207916,-0.04941465806757439,-0.15668209276443557,-0.3989105726018176,^KS11,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.017453467329837574,0.1336405529953917,0.17972350230414746,0.6912442396313364,0.4147465437788018,0.4700460829493088,0.03686635944700461,0.45622119815668205,0.31082949308755764,WEAKENING
NOC,Northrop Grumman,Defense,US,SPY,CORE,518.969970703125,3.845938071922461e-05,-0.017548878734336193,-0.09292858432150175,-0.054207621729499555,517.4099975585938,542.9575836181641,537.1565038045247,-0.003907464697978217,-0.00012398823939139324,-0.044179533795605685,-0.12309263003546944,-0.32348231256574356,2026-09-11,1,0.7916220781930395,0.019485220333328973,0.35084107226141026,0.0738397839626463,-0.12190301151968463,-0.830262427656698,-0.44153926809406263,BEAR,-0.00606368779431965,-0.07545798889526234,-0.0754368554369318,-0.00606368779431965,-0.00606368779431965,-0.07545798889526234,-0.07545798889526234,-0.0754368554369318,-0.0754368554369318,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.005683267346039245,0.2119815668202765,0.35944700460829493,0.5714285714285714,0.19815668202764977,0.31797235023041476,0.24423963133640553,0.16589861751152074,0.3032258064516129,WEAKENING
1211.HK,BYD,EV,HK,^HSI,CORE,79.8499984741211,0.003771155384721947,-0.07312829878320237,-0.09518415326774965,-0.025030561826180797,81.91000061035156,87.93500022888183,86.6650001525879,-0.0036647129634262863,-0.0002051310229732078,-0.09194293209435,-0.15814444113135762,-0.30475608686803,2026-09-11,1,1.078176787724963,0.036631188263854836,0.31111125553590435,0.08723221302989195,-0.15010679114752212,-0.8660794460982367,-0.3394716286757975,BEAR,-0.04017665583433483,-0.08279331783893706,-0.04532784104586152,-0.04017665583433483,-0.05677617058201656,-0.08279331783893706,-0.07924889444000027,-0.04532784104586152,-0.08231400984598114,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.04933226046626496,0.17050691244239632,0.4423963133640553,0.11059907834101383,0.2119815668202765,0.7373271889400922,0.2903225806451613,0.2304147465437788,0.29470046082949314,WEAKENING
VRT,Vertiv,AI_Infrastructure,US,SPY,CORE,257.05999755859375,0.03598916898421356,-0.0437822772814368,-0.1045389939734509,-0.14198934472058644,267.88800048828125,266.3470001220703,286.04499944051105,-0.001652313351058769,-0.002816412034563808,-0.03486805768122114,-0.14398931732286746,-0.3232697864689118,2026-09-11,1,0.9981085010682206,0.052771449180825644,0.1762288662742457,0.17875626029603356,-0.15556082230043178,-1.0145573553645488,-0.10306094096442808,BEAR,-0.032297086341420256,-0.08706839854721149,-0.16321857842801868,-0.032297086341420256,-0.032297086341420256,-0.08706839854721149,-0.08706839854721149,-0.16321857842801868,-0.16321857842801868,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.017647528788074074,0.16129032258064516,0.15668202764976957,0.30414746543778803,0.4055299539170507,0.6405529953917051,0.2488479262672811,0.4608294930875576,0.29285714285714287,WEAKENING
IFX.DE,Infineon Technologies,Semiconductor,EU,^STOXX,CORE,55.79999923706055,-0.02019317841040802,0.0005379017222635341,-0.11554922963854697,-0.2758889046858305,56.71800003051758,56.97200012207031,65.42716693878174,-0.004631553701423298,-0.005760597122270086,-0.020571524301386535,-0.12880567402987575,-0.3718338614561072,2026-09-10,2,0.975927154867346,0.03732719413825759,0.3303125734592569,0.11467131664649043,-0.14154383077473298,-1.1610993828260743,-0.3328414159646018,BEAR,0.0159270470438857,-0.07989991432663346,-0.2706644801214976,0.0159270470438857,0.0101175403755559,-0.07989991432663346,-0.09657167222051055,-0.2706644801214976,-0.3155392346074085,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.029425209131900276,0.18433179723502305,0.05069124423963134,0.7603686635944701,0.15207373271889402,0.6175115207373272,0.20276497695852536,0.23963133640552994,0.2914746543778802,WEAKENING
ITA,Aerospace Defense ETF,Defense,US,SPY,CORE,219.00999450683594,0.003160439535862203,-0.030843443457299502,-0.1228723923048135,-0.08562963176259075,221.18399963378906,232.89349975585938,238.3853332519531,-0.005729263428133416,8.393025635739403e-05,-0.05961310755163807,-0.1375182104365722,-0.14649263718846295,2026-09-11,1,0.9991072345602933,0.016564804548659395,0.5875143288516377,0.05550101834688267,-0.13782479159719307,-1.045852602187619,-1.3006840820140069,BEAR,-0.01935825251728296,-0.1054017968785741,-0.10685886547002299,-0.01935825251728296,-0.01935825251728296,-0.1054017968785741,-0.1054017968785741,-0.10685886547002299,-0.10685886547002299,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.0001253453810961258,0.0967741935483871,0.271889400921659,0.5023041474654378,0.0967741935483871,0.6451612903225806,0.5898617511520737,0.018433179723502304,0.2889400921658986,WEAKENING
